"Actores","Frecuencia"
"Dirk Bogarde|James Caan|Michael Caine|Sean Connery|Edward Fox|Elliott Gould|Gene Hackman|Anthony Hopkins|Hardy Kr�ger|Laurence Olivier|Ryan O'Neal|Robert Redford|Maximilian Schell|Liv Ullmann|John Judd|Denholm Elliott|Jeremy Kemp|Wolfgang Preiss|Nicholas Campbell|Colin Farrell|Walter Kohut|Alun Armstrong|Hans von Borsody|Hartmut Becker|Michael Byrne|Garrick Hagon|John Ratzenberger|Fred Williams|Ben Cross|Arthur Hill|Edward Kalinski|Ben Howard|Donald Douglas|Tom van Beek|Siem Vroom|Marlies van Alcmaer|Erik van 't Wout|Donald Pickering|Frank Grimes|Stephen Moore|Peter Settelen|Paul Copley|Gerald Sim|Harry Ditson|Stanley Lebor|Christopher Good|Anthony Milner|Norman Gregory|Barry McCarthy|Lex van Delden|Michael Wolf|Brian Hawksley|Erik Chitty|Geoffrey Hinsliff|Sean Mathias|Tim Beekman|Hilary Minster|David English|Michael Graham Cox|Timothy Morand|James Wardroper|Stephen Rayment|Peter Gordon|Brian Gwaspari|Neil Kennedy|John Salthouse|Jack Galloway|Milton Cadman|David Auker|Jonathan Hackett|Patrick Ryecart|Richard Kane|Toby Salaman|Anthony Pullen Shaw|Edward Seckerson|Michael Bangerter|Dick Rienstra|Ian Liston|George Innes|Simon Chandler|Paul Rattee|Paul Rattee|Mark Sheridan|John Stride|Niall Padden|Shaun Curry|Sebastian Abineri|Pieter Groenier|Adrienne Kleiweg|Georgette Reyevski|Johan te Slaa|Mary Smithuysen|Hans Croiset|Henny Alma|Bertus Botterman|Josephine Peeper|Myles Reithermann|Andrew Branch|Ray Jewers|Keith Drinkel|Stephen Churchett|Richard Attenborough|Anthony Milner|John Morton",1
"Dixie Egerickx|Colin Firth|Julie Walters|Maeve Dermody|Edan Hayhurst|Jemma Powell|Amir Wilson|Isis Davis|Richard Hansell|David Verrey|Lee Starkey|Albert Giannitelli|Sonia Goswami",1
"DJ Qualls|Eliza Dushku|Zooey Deschanel|Lyle Lovett|Jerod Mixon|Illeana Douglas|Parry Shen|Kurt Fuller|Julius Carry|M.C. Gainey|Eddie Griffin|Sunny Mabrey|Ross Patterson|Tony Hawk|Geoffrey Lewis|Charlie O'Connell|Horatio Sanz|Gene Simmons|Tommy Lee|Matt Gogin|Kool Moe Dee|Jermaine Dupri|Josh Todd|Henry Rollins|Hans Stroble|Charles Hutchison|Avery Kidd Waddell|Mike Erwin|Bryan Shy|Jesse Castillo|Rachael E. Stevens|Laura Clifton|Conrad Goode|Jai Rodriguez|Robert A. Guthrie|Matthew Lee Pelosi|Ryan Waller|Kina Cosper|Vanilla Ice|Bill Wolkoff|Mike Wachs|Pride Grinn|Kyle Gass|Valente Rodriguez|Justine Johnston|Billy F. Harden|Joy Hadnott|Christie Abbott|Meredith May|Audrea Ulmer|Saudia Rashed|Shana McClendon|Camille Chen|Jessica Hale|Kelly Bright|Kristen Anderson|Kellye Cunningham|David Hasselhoff|Katy Dunlap|Jerry O'Connell|Julia Schultz",1
"DJ Qualls|Mary Cobb|Nestor Aaron Absera|Preston Jones|Julianna Guill|Rhoda Griffis|Daniel Newman|Leandra Terrazzano|Julia Levy-Boeken|Danny Pudi|Michael Trotter|Mari Morrow|Michael Beasley|Melissa Ponzio|Kaira Akita|Paul Brian Johnson|Christina Bibby|Ziah Colon|Kimberly Banta|Kaitlyn Reid|Michelle Gordon",1
"Dolph Lundgren|Billy Zane|Gianni Capaldi|Vinnie Jones|Robert Davi|Robert Miano|Massi Furlan|Manny Ayala|Al Burke|Zoli Dora|Mario E. Garcia|Jelly Howie|Clint Glenn Hummel|Scott Ly|Marcus Natividad|Brad Nelson|Gilbert Rosales|Chuck Saale|Jim Storm|Franco Vega|Kelly Wood|Jennifer Sipes|LaDon Drummond|Stephanie Rae Anderson|Raven Rockette|Tasha Reign|Rikki Six",1
"Dolph Lundgren|Brandon Lee|Cary-Hiroyuki Tagawa|Tia Carrere|Philip Tan|Rodney Kageyama|Ernie Lively|Renee Griffin|Reid Asato|Takayo Fischer|Simon Rhee|Vernee Watson-Johnson|Gerald Okamura|Toshishiro Obata|Al Leong|Branscombe Richmond|James Lew|George Cheung|Roger Yuan|Jimmy Taenaka|Bill Saito|Al Goto|Stuart Quan|Nathan Jung|Leo Lee|Jeff Imada|Eric Lee",1
"Dolph Lundgren|Denise Richards|Chuck Liddell|Greer Grammer|Jonathan Lipnicki|John Posey|Chelsea Edmundson|Jordi Vilasuso|Stephen Graybill|John Paul Jones II|Tom DeNucci",1
"Dolph Lundgren|Frank Langella|Meg Foster|Billy Barty|Courteney Cox|Robert Duncan McNeill|Jon Cypher|Chelsea Field|James Tolkan|Christina Pickles|Tony Carroll|Pons Maar|Anthony De Longis|Robert Towers|Barry Livingston|Jessica Nelson|Gwynne Gilford|Walter Scott|Walter Robles|Cindi Eyman|Peter Brooks|Richard Szponder|Mike Carlucci|Nicholas Grabowsky",1
"Dolph Lundgren|Gina Marie May|Michael Par�|Bashar Rahal|James Chalke|Vladimir Vladimirov|Raicho Vasilev|Nikolay Stanoev|Mike Straub|Slavi Slavov",1
"Dolph Lundgren|James Chalke|Kristina Klebe|Billy Slaughter|Miles Doleac|Elissa Dowling|Michael Aaron Milligan|Michelle West|Jasi Cotton Lanier|Aaron McPherson|Sam Furman|Emily Brobst|Tony Bentley|Chaton Anderson|Tony Messenger|Chloe Guidry|Ryan Zweers|Laura Warner|Jeff Dylan Graham|Randy Austin|Toby Bronson|Emma Frances Burge|Kristine Samuelson|Bryan Zampella|Milorad Djomlija|Jered Meeks|Thomas Owen|Todd Farmer",1
"Dolph Lundgren|James Chalke|Sara Malakul Lane|Michael Aaron Milligan|Ibrahim Renno Jr.|Miles Doleac|Melissa Bolona|Lance E. Nichols|Ted Ferguson|Kelsey Deanne|John Ceallach|Carol Ann Scruggs|Kim Baptiste|Ele Bardha|Lily Brooks O'Briant",1
"Dolph Lundgren|Kristian Alfonso|George Segal|Geoffrey Lewis|Beau Starr|Michelle Phillips|Matt Battaglia|Bert Remsen|Michael Paul Chan|Khandi Alexander|Marcus Brown|Nick Chinlund|Ken Foree|Edward Stone|Rondi Reed|Crystal Breeze|Al Leong|Jeff Imada|George Cheung|Will Leong|Al Goto|Brian Imada|Nathan Jung",1
"Dolph Lundgren|Lochlyn Munro|Natassia Malthe|Aleks Paunovic|Natalie Burn|Christina Jastrzembska|Elisabeth Rosen|Michael Adamthwaite|Michaela Mann|Noah Beggs|Heather Doerksen|Michael Teigen|Michael Antonakos|Adam Bloch|Reese Alexander|Sean Campbell|Christopher Rosamond|Jamie Switch|Alexandra Robinson",1
"Dolph Lundgren|Louis Gossett Jr.|Jeroen Krabb�|Kim Miyori|Bryan Marshall|Nancy Everhard|Barry Otto|Brian Rooney|Zoshka Mizak|Kenji Yamaki|Hirofumi Kanayama|Larry McCormick|Todd Boyce|Lani John Tupu|Gianfranco Negroponte|Christian Manon|Brooke Anderson|John Samaha|Donal Gibson|Ken Wayne|Roslyn Gentle|Aku Kadogo|Char Fontane|Richard Carter|May Lloyd",1
"Dolph Lundgren|Louis Mandylor|Isaac C. Singleton Jr.|Jocelyn Osorio|Fabi�n L�pez|Mauricio Mendoza|Eddie J. Fernandez|Claudia Villa Iribe|Toktam Aboozary|Geoffrey Ross|Antonio Herrera|Mario Rocha|Corbin Bernsen|Luis Gatica|David Fernandez Jr.|Steven Dell|James Chalke|Ryan McClurkin|Fernando Santillan",1
"Dolph Lundgren|Sarah Strange|Andre Tricoteux|Aleks Paunovic|Fiona Vroom|Rebecca Olson|Bill Bellamy|Jody Thompson|Darla Taylor|Carolyn Adair|Enid-Raye Adams|Chris Violette|Nicholas Carella|Michael P. Northey|Raphael Alejandro|Dean Petriw|Abbie Magnuson|Josiah Black|Tyreah Herbert|Blake Stadel|Valencia Budijanto|Oscar Hartley|William Budijanto|James Ralph|John Specogna|Andrew Tait|Ecstasia Sanders|Jenny Sandersson|Cameron McDonald",1
"Dolph Lundgren|Tony Jaa|Ron Perlman|Celina Jade|Michael Jai White|Peter Weller|Conan Stevens|Cary-Hiroyuki Tagawa|Tasya Teles|Mike Dopud|Sahajak Boonthanakit|Aaron Brumfield|Chloe Babcook|Jenny Sandersson|Johnson Phan|Greg Bkk|Manel Soler|Leo Rano|Steven Elder|James Chalke|Gigi Velicitat|Michael G. Selby|Patrick Sabongui|Michael Adamthwaite|Bryce Hodgson|Alexander Winters",1
"Domhnall Gleeson|Alicia Vikander|Oscar Isaac|Sonoya Mizuno|Corey Johnson|Claire Selby|Symara A. Templeman|Gana Bayarsaikhan|Tiffany Pisani|Elina Alminas|Chelsea Li|Dan Pappaspanos",1
"Domhnall Gleeson|Margot Robbie|Kelly Macdonald|Will Tilston|Alex Lawther|Nico Mirallegro|Stephen Campbell Moore|Phoebe Waller-Bridge|Geraldine Somerville|Richard McCabe|Shaun Dingwall|Vicki Pepperdine|Simon Williams|Bentley Kalu|Mossie Smith|Stanley Hamblin|Dexter Hyman|Sonny Hyman|Sam Barnes|Allegra Marland|Mark Tandy|Richard Dixon|Ann Thwaite|Louise Harrison|Nicholas Richardson|Kevin Millington|Rolan Bell|Mark McKerracher|Amber Batty|Grace Curtis|Matilda Curtis|Lance C. Fuller|Simon Connolly|Richard Clifford|Cameron Lane|Phoebe Lyons|Harper Gray|Nick Blakeley|Victoria Bavister|Robert Portal|Tommy Rodger|Vincent Finch|Jim Cartwright|Beatrice Stein|Sarah Jayne Butler",1
"Domhnall Gleeson|Rachel McAdams|Bill Nighy|Tom Hollander|Margot Robbie|Lydia Wilson|Lindsay Duncan|Richard Cordery|Joshua McGuire|Will Merrick|Vanessa Kirby|Tom Hughes|Clemmie Dugdale|Harry Hadden-Paton|Mitchell Mullen|Lisa Eichhorn|Jenny Rainsford|Natasha Powell|Catherine Steadman|Tom Stourton|Sophie Brown|Molly Seymour|Tom Godwin|Philip Voss|Matilda Sturridge|Matthew C. Martino|Lee Asquith-Coe|Haruka Abe|Lee Nicholas Harris|Richard E. Grant|Richard Griffiths",1
"Domhnall Gleeson|Ruth Wilson|Will Poulter|Oliver Zetterstr�m|Charlotte Rampling|Liv Hill|Harry Hadden-Paton|Anna Madeley|Clive Francis|Elizabeth Counsell|Sarah Crowden|Kate Phillips|Nicholas Burns|Dixie Egerickx|Oliver Chris|Richard McCabe|Lorne MacFadyen|Josh Dylan|Shaughan Seymour|Alison Pargeter|Tipper Seifert-Cleveland|Kathryn O'Reilly|Eddie Toll|Camilla Arfwedson|Darren Kent|Peter Ormond|Maggie McCarthy|Amy Marston|Archie Bradfield|Lloyd Hutchinson|Ann Firbank|Angus Wright|Alice Bailey Johnson|Martin Carroll|Angela Sims|Richard Campbell|Charlie Anson",1
"Domhnall Gleeson|Thomas Haden Church|Christina Applegate|Nina Dobrev|Dan Gill|James Yi|Balinder Johal|Aliyah O'Brien|Brittney Irvin|Anja Savcic|Anna Van Hooft|Julian Christopher|Seth Whittaker|B. J. Harrison|Jesse Reid|Nils Hognestad|Vladimir Ruzich|Donna Benedicto|Sunita Prasad|April Cameron",1
"Dominic Cooper|Gemma Chan|Connie Nielsen|Austin Stowell|Tyler Hoechlin|Tom Felton|Thomas Kretschmann|Derek Jacobi|Olegar Fedoro|Jake Fairbrother|Lee Nicholas Harris|Igal Naor|Rinat Khismatouline",1
"Dominic Monaghan|Ksenia Solo|Jennette McCurdy|Da'Vone McDonald|Nathan Parsons|Janet Song|Denise Garcia|Gary J. Tunnicliffe|John Ross Bowie|Sean Blakemore|Rachel Robinson|Irene Roseen|Alasdair Martin|Harmony McElligott",1
"Dominic Purcell|Adam Beach|Michael Ironside|Gabriel Hogan|Matthew G. Taylor",1
"Dominic Purcell|Brooke Langton|Orlando Jones|J�rgen Prochnow|Gideon Emery|Gabriel Malema|Linda Mpondo|Lehlohonolo Makoko|Dumisani Mbebe|Eddy 'Big Eddy' Bekombo|Chris April|Lika Berning",1
"Dominic Purcell|Cody Hackman|Saul Rubinek|Stephen Lang|Danny Glover|Steve Byers|Trish Stratus|James A. Woods|Vinnie Jones|J.P. Manoux|Richard Gunn|Romano Orzari|Jim Codrington|Stephen Bogaert|Judah Katz|Dwayne McLean|Linda Goranson",1
"Dominic Purcell|Erin Karpluk|Edward Furlong|John Heard|Keith David|Michael Par�|Lochlyn Munro|Eric Roberts|Fiona Forbes|Tyron Leitso|Mike Dopud|Barclay Hope|Heather Feeney|Maurice Cherrie|Clint Howard|Andrew Moxham|Alan Silverman|Michael Robinson|Jerry Trimble",1
"Dominique Fishback|John Earl Jelks|Max Casella|James McDaniel|Tatum Marilyn Hall|Jill Rene|Nastashia Fuller|Vickie Warehime|Kit Flanagan|Victor Cruz|Debbie Campbell|Erin Darke|Lawrence Bingham|James Ciccone|Angel Bismark Curiel|Elizabeth Crawley|Amari Givens|Jenna Lam|Josiah Gabriel|Jet� Laurence|Cymbal Byrd|John B. McCann|Jenny L. Salda�a|Camilla Harden|Lucia Ryan|Journee Brown|Katt Masterson|Antu Yacob|Lovie Marie Allen|Satchel Eden Bell|Laurence Blum|Juliet Brett|Leon Gonzalez|Denisa Juhos|Kayleigh LaMaina|Lillani Y. Robinson|Kayciblu Wright",1
"Dominique Horwitz|Thomas Kretschmann|Jochen Nickel|Sebastian Rudolph|Dana V�vrov�|Martin Benrath|Sylvester Groth|Karel Herm�nek|Heinz Emigholz|Oliver Broumis|Dieter Okras|Zdenek Vencl|Mark Kuhn|Ferdinand Schuster|Alexander Wachholz|Ulrike Arnold|Jaroslav Tomsa|Pavel Mang|Oto �evc�k|Jophi Ries|Karel H�bl|Karel Hlu�icka",1
"Dominique Pinon|Marie-Laure Dougnac|Jean-Claude Dreyfus|Karin Viard|Ticky Holgado|Pascal Benezech|Edith Ker|Rufus|Jacques Mathou|Chick Ortega|Jean-Fran�ois Perrier|Silvie Laguna|Howard Vernon|Dominique Zardi|Anne-Marie Pisani|Maurice Lamy",1
"Dominique Swain|Brad Renfro|Bijou Phillips|Mischa Barton|Alberta Watson|Myles Jeffrey|Lacey Chabert|Scott Thompson|Michael Murphy|Nora Zehetner|Jacob Pitts|Chelse Swain|Melanie Griffith|Sherry Miller|Shawn Lawrence|Marcia Bennett|Tannis Burnett|Bill Lake|Nora McLellan",1
"Don Ameche|Wilford Brimley|Courteney Cox|Hume Cronyn|Jack Gilford|Steve Guttenberg|Barret Oliver|Maureen Stapleton|Elaine Stritch|Jessica Tandy|Gwen Verdon|Tahnee Welch|Linda Harrison|Tyrone Power Jr.|Mike Nomad|Wendy J. Cooke|Herta Ware|Brian C. Smith|Fred Buch|Harold Bergman|Glenn Scherer|Tom Kouchalakos|Alan Jordan|Fritz Dominique|Iris Acker|Will Marchetti|Shelley Spurlock|Ted Milford|Chris Fuxa|Bill Wohrman|Jay Smith|Tony Vila Jr.|Brian Jay Andrews|David Easton|Matt Ford|Jack McDermott|Darcy Shean|Barry Mizerski|Madeline Lee|Mal Jones|Patricia Rainier|Richard Jasen|Patricia Winters|Rachel Renick|Ryan Szurgot|Anthony Finazzo|Kelly Jasen|Stephanie Oldziej|Priscilla Ashley Behne|Glenn L. Robbins|Bruce McLaughlin|Buddy Reynolds|Carlos Gonz�lez|Kevin Corrigan|Robert Gwaltney|Robert Short|Brian Dennehy|Sean Cunningham|Maggie Grant|Kai Thorup",1
"Don Cheadle|Guy Pearce|Neal McDonough|Sa�d Taghmaoui|Jeff Daniels|Alyy Khan|Raad Rawi|Hassam Ghancy|Mozhan Marn�|Adeel Akhtar|Archie Panjabi|Jonathan Walker|Alexandra Castillo|Lorena Gale|Scali Delpeyrat|Mehdi Ortelsberg|Abdelkader Aizoun",1
"Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Joaquin Phoenix|Jean Reno|Desmond Dube|Ofentse Modiselle|Mathabo Pieterson|Hakeem Kae-Kazim|Tony Kgoroge|Lebo Mashile|Antonio David Lyons|Leleti Khumalo|Neil McCarthy|Mabutho 'Kid' Sithole|Jeremiah Ndlovu|Mosa Kaiser|David O'Hara|Lennox Mathabathe|Mothusi Magano|Simo Mogwaza|Cara Seymour|Roberto Citran|Mduduzi Mabaso|Harriet Lenabe|Xolani Mali|Rosie Motene",1
"Don Johnson|Virginia Madsen|Jennifer Connelly|Charles Martin Smith|Jerry Hardin|Barry Corbin|Leon Rippy|Jack Nance|William Sadler|Virgil Frye|John Hawker|Margaret Bowman|Debra Cole|Karen Culley|Cody Haynes|George Haynes|James N. Harrell|Edith Mills|Shannon Quinlan|Roosevelt Williams",1
"Don Keith Opper|Terrence Mann|Angela Bassett|Brad Dourif|Anne Ramsay|Eric DaRe|Martine Beswick|Anders Hove|Paul Whitthorne",1
"Don Messick|Casey Kasem|Hamilton Camp|Jim Cummings|Rob Paulsen|Frank Welker|B. J. Ward|Pat Musick|Ed Gilbert|Alan Oppenheimer|Joan Gerber|Brian Stokes Mitchell",1
"Don Rickles|George Kennedy|Justin Cooper|Betty White|Brian Doyle-Murray|Carrot Top|Dwier Brown|Heidi Swedberg|Keith Reece|Jacqueline Steiger|Danny Turner|Alexa PenaVega|Danny Breen|Brooke Dyan Candy|Tom Forrest|Brian Habicht|Darrell Harris|Angelo Tiffe|John Zarchen|Louis Perez|George Wendt",1
"Donald Pleasence|Danielle Harris|Ellie Cornell|Wendy Foxworth|Beau Starr|Don Shanks|Jeffrey Landman|Tamara Glynn|Matthew Walker|Betty Carvalho|Troy Evans|Frankie Como|David Ursin|Harper Roisman|Karen Alston|Max Robinson|Fenton Quinn|Gregory Nicotero|Jonathan Chapin|Stanton Davis",1
"Donald Pleasence|Jamie Lee Curtis|Nancy Kyes|P.J. Soles|Charles Cyphers|Kyle Richards|Brian Andrews|John Michael Graham|Nancy Stephens|Arthur Malet|Mickey Yablans|Brent Le Page|Adam Hollander|Robert Phalen|Tony Moran|Will Sandin|Sandy Johnson|David Kyle|Peter Griffith|Nick Castle|Barry Bernardi|Joseph Cornelius|George O'Hanlon Jr.|Darla Rae|Gwen Van Dam|Tommy Lee Wallace|John Carpenter",1
"Donald Sutherland|Brooke Adams|Jeff Goldblum|Veronica Cartwright|Leonard Nimoy|Art Hindle|Lelia Goldoni|Kevin McCarthy|Don Siegel|Tom Luddy|Stan Ritchie|David Fisher|Tom Dahlgren|Garry Goodrow|Jerry Walter|Maurice Argent|Sam Conti|Wood Moy|R. Wong|Rose Kaufman|Joe Bellan|Sam Hiona|Lee McVeigh|Al Nalbandian|Lee Mines|Robert Duvall|Michael Chapman|Philip Kaufman|Al Perez|Jeff Scheftel|Kevin Harris|Anthony Garibaldi",1
"Donald Sutherland|Elliott Gould|Tom Skerritt|Sally Kellerman|Robert Duvall|Roger Bowen|Ren� Auberjonois|David Arkin|Jo Ann Pflug|Gary Burghoff|Fred Williamson|Michael Murphy|Indus Arthur|Ken Prymus|Bobby Troup|Kim Atwood|Timothy Brown|John Schuck|Dawne Damon|Carl Gottlieb|Tamara Wilcox-Smith|G. Wood|Bud Cort|Danny Goldman|Corey Fischer|Sylvester Stallone|Stephen Altman|Jerry Jones",1
"Donald Sutherland|Sissy Spacek|James D'Arcy|Matthew Marsh|Gaye Brown|Vernon Dobtcheff|Thom Fell|Shauna Shim|Zoe Thorne|Sam Alexander|Miquel Brown|Madalina Stan|Vlad Cruceru|Alin Rosca|Andrei Serban|Isabelle Almgren-Dor�|Susan Almgren|Howard Rosenstein|Rachel Hurd-Wood",1
"Donatas Banionis|Natalya Bondarchuk|J�ri J�rvet|Anatoliy Solonitsyn|Nikolay Grinko|Vladislav Dvorzhetsky|Georgiy Teykh|Sos Sargsyan|Olga Barnet|Tamara Ogorodnikova",1
"Dong Chengpeng|Ni Ni|Aarif Rahman|Zhou Dongyu|Wu Bai|Liu Yan|Tiger Xu|Tse Miu|Zhang Yiqian|Zhang Yilong|Sun Mingming|Akbar Erhei|Gao Hailong|Pan Binlong|Hu Fei",1
"Donnie Yen|Aaron Kwok|Joe Chen|Chow Yun-Fat|Peter Ho|Kelly Chen|Gigi Leung|Eddie Cheung|Hai Yitian|Liu Hua|Calvin Cheng|Him Law|Xia Zitong|Li Jing|Cathy Leung Yue-Yan|Zhang Zilin|Irene Wong",1
"Donnie Yen|Andy Lau|Kent Cheng Jak-Si|Wilfred Lau|Felix Wong|Philip Keung|Michelle Hu|Raquel Xu|Philip Ng Wan-Lung|Kent Tong|Niki Chow|Bryan Larkin|Julian Gaertner|Philippe Joly|Kenneth Tsang|Michael Chan|Terence Yin|Ricky Yi Fan-Wai|Ben Ng|Jai Day|Jason Wong",1
"Donnie Yen|Charlene Choi|Gillian Chung|Edison Chen|Tony Leung Ka-fai|Jaycee Chan|Qu Ying|Daniel Wu|Chen Bolin|Fan Bingbing|Jim Chim|Jackie Chan",1
"Donnie Yen|Charlie Yeung|Baoqiang Wang|Bai Bing|Deep Ng|Yu Kang|Xing Yu|Fan Siu-Wong|Bey Logan|Alex Fong|David Chiang|Charlie Yuen Cheung-Yan",1
"Donnie Yen|Louis Koo|Collin Chou|Ray Lui|Xing Yu|Fan Bingbing|Kent Cheng Jak-Si|Xu Qing|Teresa Ha Ping|Helena Law Lan|Tony Ho|Irene Wong|Timmy Hung|Aaron Leung|Ben Lam|Austin Wai|Ai Wai|Wong Chi-Wai|Kenji Tanigaki",1
"Donnie Yen|Lynn Hung|Zhang Jin|Patrick Tam|Karena Ng|Kent Cheng Jak-Si|Louis Cheung|Leung Kar-yan|Mike Tyson|Danny Chan Kwok-kwan|Baby John Choi|Lo Meng|Tats Lau Yi-Tat|Tony Leung Siu-Hung|Yu Kang|Chan Chiu|L� Y Lan|Simon Kook",1
"Donnie Yen|Nicholas Tse|Qin Lan|Ray Lui|Patrick Tam|Tak-bun Wong|Deep Ng|Jeana Ho|Angus Yeung|Bruce Tong Kwan-Chi|Henry Prince Mak|Yu Kang|Cheung Man-Kit|Simon Yam|Derek Kok|Kwok Fung|Ken Lo|Singh Hartihan Bitto",1
"Donnie Yen|Nicholas Tse|Shawn Yue|Dong Jie|Li Xiaoran|Yuen Wah|Louis Koo|Xing Yu|Xiao Ran Li|Yu Kang|Chen Kuan-Tai|Andrew Yan Hua",1
"Donnie Yen|Sammo Hung|Simon Yam|Wu Jing|Ken Chang|Liu Kai-Chi|Austin Wai|Timmy Hung|Liang Jing-Ke|Kenji Tanigaki|So Tung",1
"Donnie Yen|Shu Qi|Huang Bo|Anthony Wong|Yasuaki Kurata|Shawn Yue|Ryu Kohata|Huo Siyan|Zhou Yang|Karl Dominick|Jiajia Chen|Alex Ahlstrom|Yale Varty|Shi Feng|Akira|Minowa Yasufumi",1
"Donnie Yen|Simon Yam|Lynn Hung|Hiroyuki Ikeuchi|Gordon Lam|Fan Siu-Wong|Xing Yu|Wong Yau-Nam|Dennis To Yue-Hong|Calvin Cheng|Chen Zhihui|Tenma Shibuya|Li Ze|Shi De Quiang|Zhou Zhong|Zhang Bo|Jin Gang|Lu Kai|Tony Leung Siu-Hung|Liu Ming-Zhe|Zhong Han-Hao|Li Qi-Long|Mei-Fang Lu|Wang Zheng|Xu-Feng Yang|Li Peize",1
"Donnie Yen|Wang Xueqi|Tony Leung Ka-fai|Nicholas Tse|Hu Jun|Eric Tsang|Chris Lee|Fan Bingbing|Zhou Yun|Mengke Bateer|Wang Bo-chieh|Leon Lai|Jacky Cheung|Michelle Reis|Simon Yam|Cung Le|Zhang Hanyu|John Shum Kin-Fun|Zhang Xiang",1
"Donnie Yen|Wu Yue|Vanness Wu|Scott Adkins|Danny Chan Kwok-kwan|Vanda Lee|Chris Collins|Kent Cheng Jak-Si|Ngo Ka-nin|Mark Strange|Lynn Hung|Lo Meng|Grace Englert|Nicola Stuart-Hill|Zhou Xiaofei|Ye He|Li Di|Cao Shi-Ping|Nico Amedeo|Chan Siu-Wah",1
"Donnie Yen|Zhao Wei|Wu Zun|Kate Tsui|Qi Yuwu|Damian Lau|Wu Ma|Sammo Hung|Law Kar-Ying|Chen Kuan-Tai|Chen Zhihui|Xu Xiangdong|Fung Hak-On|Jin Lai-Qun|Liu Zhuo-Ling|Zhang Yu-Jiao|Ding Wen-Bin|Wang Yabin",1
"Donnie Yen|Zhou Xun|Chen Kun|Zhao Wei|Sun Li|Qi Yuwu|Jin Song|Liu Yan|Wen Yang|Li Qi-Long|Jin Liang|Cong Xiao|Yeerjiang Mahepushen|David Liang Kai-Di|Michael Tan An-Ye|Qi Yun-Peng|Zhao Chang-Zhou|Qu Da-Lei|Hon Janwa|Dai Xiao-Yi",1
"Donny Boaz|Susan Gallagher|Heidi Montag|Beau Davidson|Johnny Rey Diaz|Anthony Crivello|Gerardo Davila|Corey Cannon|Jason Castro|Cesar D' La Torre|Morgan Roberts|Ilsa Levine|Lamar Usher|Jacob Hashem|Niki Spiridakos|Jeannie Garcia|Zara Majidpour",1
"Donny Lucas|Willa Townsend|Melissa Sturm|Garry Chalk|Kathleen Barr|Trevor Devall",1
"Doudou Gueye Thiaw|Maimouna N'Diaye|Awa S�ne Sarr|Robert Liensol|William Nadylam|Sebastien Hebrant|Thilombo Lubambu|R�mi Bichet|Marie Augustine Diatta|Moustapha Diop|Isseu Niang|Selly Raby Kane|Erick Patrick Correa|Adjoua Barry|Charles Edouard Gomis Correa|Marie-Louise Shedeye Diiddi|Abdoulay� Diop Yama|Josephine Theodora M'Boup|Tabata N'Diaye|Samba Wane|Aminatha N'Diaye|Fran�ois Chica�a|N'Dey� A�ta N'Diaye|Abdou El Aziz Gueye|Boury Kand�|Assy Dieng B�|Michel Elias",1
"Doug Bradley|Stephen Billington|Sophie Vavasseur|Richard Felix|Tommy Bastow|Cl�udia Costas|Jo-Anne Stockham",1
"Douglas Booth|Eleanor Tomlinson|Robert Gulaczyk|Helen McCrory|Saoirse Ronan|Chris O'Dowd|John Sessions|Jerome Flynn|Aidan Turner|Holly Earl|Cezary Lukaszewicz|Martin Herdman|James Greene|Bill Thomas|Josh Burdett|Robin Hodges|Carole Le Clanche|Graham Pavey|Shaun Newnham|Joe Stuckey|Piotr Pamula|Bozena Berlinska-Bryzek|Anastazja Seweryn|Borys Dominiuk|Bartlomiej Sroka|Kamila Dyoubari|Przemyslaw Furdak|Adam Pabudzinski|Keith Heppenstall|Nina Supranionek|Marcin Sosinski",1
"Douglas Booth|Hailee Steinfeld|Damian Lewis|Kodi Smit-McPhee|Natascha McElhone|Christian Cooke|Ed Westwick|Lesley Manville|Tomas Arana|Laura Morante|Stellan Skarsg�rd|Tom Wisdom|Anton Alexander|Clive Riche|Nathalie Rapti Gomez|Leon Vitali|Stefano Patti|Paul Giamatti|Matt Patresi|Marcus J. Cotterell",1
"Douglas Booth|Machine Gun Kelly|Iwan Rheon|Daniel Webber|Tony Cavalero|Rebekah Graf|Pete Davidson|Christian Gehring|Elena Evangelo|Joe Chrest|Courtney Dietz|Leven Rambin|Katherine Neff|Kamryn Ragsdale|Vince Mattis|David Costabile|Michael Hodson|Martin Covert|Mike R. Moreau|Max Milner|Kathryn Morris|Anthony Vincent Valbiro|Alexanne Wagner|Brittany Furlan|Matthew Underwood|Carol Ann Scruggs|Jordan Lane Price|Iris D'Aquin|Lyra D'Aquin|Alyssa Marie Stilwell",1
"Dove Cameron|Anna Cathcart|Thomas Doherty|Dylan Playfair|China Anne McClain",1
"Dove Cameron|Braeden Lemasters|Katherine McNamara|Ryan McCartan|Laine MacNeil|Tiffany Espensen|Casey Dubois|Andrew Kavadas|Keith MacKechnie|Karin Konoval|Fiona Vroom|Jacob Desormeaux|Carey Feehan|Kelly-Ruth Mercier|Sean Tyson|Connor Stanhope|Corey Woods|Briana Buckmaster|Carley Ishii|Kerri Jesson|Janet Walmsley",1
